ID,Major,Minor,MinorTitle,GroupId,GroupTitle,CID
1641,17,2000,Engineers,1091,Traffic Engineer,17.1091
1642,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1205,Building Designer,17.1205
1643,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1010,Draftsperson (Architecture and Engineering),17.101
1644,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1132,Architectural Technician,17.1132
1645,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1217,Instrumentation Specialist,17.1217
1646,17,2000,Engineers,1226,Systems Test Engineer,17.1226
1647,17,2000,Engineers,1177,Head Engineer,17.1177
1648,17,2000,Engineers,1354,Regional Engineer,17.1354
1649,17,2000,Engineers,1026,Aircraft Engineer,17.1026
1650,17,2000,Engineers,1170,Chief Designer,17.117
1651,17,2000,Engineers,1082,Asset Engineer,17.1082
1652,17,2000,Engineers,1269,Application Specific Integrated Circuit (ASIC) Engineer,17.1269
1653,17,2000,Engineers,1191,Inspection Engineer,17.1191
1654,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1094,Computer Aided Design (CAD) Technician,17.1094
1655,17,1000,"Architects, Surveyors, and Cartographers",1106,Landscape Designer,17.1106
1656,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1138,Senior Technologist,17.1138
1657,17,2000,Engineers,1019,Support Engineer (Architecture and Engineering),17.1019
1658,17,2000,Engineers,1126,Professional Engineer,17.1126
1659,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1164,Instrument Designer,17.1164
1660,17,2000,Engineers,1240,Network Engineer (Architecture and Engineering),17.124
1661,17,2000,Engineers,1059,Power Engineer,17.1059
1662,17,2000,Engineers,1350,Offshore Engineer,17.135
1663,17,2000,Engineers,1144,Weapons Engineer,17.1144
1664,17,2000,Engineers,1292,New Product Introduction (NPI) Engineer,17.1292
1665,17,2000,Engineers,1145,Customer Engineer,17.1145
1666,17,2000,Engineers,1029,Application Engineer,17.1029
1667,17,3000,"Drafters, Engineering Technicians, and Mapping Technicians",1214,Member of Technical Staff (MTS),17.1214
1668,17,2000,Engineers,1013,Service Engineer,17.1013
1669,17,2000,Engineers,1008,Principal Engineer,17.1008
1670,19,4000,"Life, Physical, and Social Science Technicians",0,"Laboratory Technician (Life, Physical, and Social Science)",19
1671,19,2000,Physical Scientists,1,Chemist,19.1
1672,19,3000,Social Scientists and Related Workers,2,Social Scientist,19.2
1673,19,4000,"Life, Physical, and Social Science Technicians",4,"Research Analyst (Life, Physical, and Social Science)",19.4
1674,19,4000,"Life, Physical, and Social Science Technicians",5,"Field Technician (Life, Physical, and Social Science)",19.5
1675,19,1000,Life Scientists,7,Clinical Laboratory Scientist,19.7
1676,19,4000,"Life, Physical, and Social Science Technicians",10,"Research Assistant (Life, Physical, and Social Science)",19.1
1677,19,1000,Life Scientists,11,Research Scientist,19.11
1678,19,4000,"Life, Physical, and Social Science Technicians",13,Environmental Scientist,19.13
1679,19,4000,"Life, Physical, and Social Science Technicians",16,"Laboratory Assistant (Life, Physical, and Social Science)",19.16
1680,19,4000,"Life, Physical, and Social Science Technicians",17,Chemical Technician,19.17
1681,19,4000,"Life, Physical, and Social Science Technicians",18,Quality Control Analyst,19.18
1682,19,4000,"Life, Physical, and Social Science Technicians",20,Environmental Technician,19.2
1683,19,4000,"Life, Physical, and Social Science Technicians",21,Research Specialist,19.21
1684,19,4000,"Life, Physical, and Social Science Technicians",23,Research Technician,19.23
1685,19,4000,"Life, Physical, and Social Science Technicians",24,Laboratory Analyst,19.24
1686,19,4000,"Life, Physical, and Social Science Technicians",25,"Clinical Research Associate (CRA) (Life, Physical, and Social Science)",19.25
1687,19,1000,Life Scientists,31,Food Scientist,19.31
1688,19,1000,Life Scientists,34,Microbiologist,19.34
1689,19,1000,Life Scientists,36,"Environmental Specialist (Life, Physical, and Social Science)",19.36
1690,19,1000,Life Scientists,37,Medical Science Liaison,19.37
1691,19,3000,Social Scientists and Related Workers,38,"Psychologist (Life, Physical, and Social Science)",19.38
1692,19,1000,Life Scientists,39,Analytical Scientist,19.39
1693,19,1000,Life Scientists,41,Food Technologist,19.41
1694,19,1000,Life Scientists,42,Product Development Scientist,19.42
1695,19,2000,Physical Scientists,44,Staff Scientist,19.44
1696,19,2000,Physical Scientists,45,Principal Scientist,19.45
1697,19,2000,Physical Scientists,46,Geologist,19.46
1698,19,4000,"Life, Physical, and Social Science Technicians",48,Microbiology Technician,19.48
1699,19,1000,Life Scientists,50,Biologist,19.5
1700,19,4000,"Life, Physical, and Social Science Technicians",51,Research and Development (R&D) Technician,19.51
1701,19,1000,Life Scientists,53,Process Development Scientist,19.53
1702,19,4000,"Life, Physical, and Social Science Technicians",54,Clinical Trials Assistant,19.54
1703,19,2000,Physical Scientists,56,Research Consultant,19.56
1704,19,1000,Life Scientists,61,Postdoctoral Research Fellow,19.61
1705,19,4000,"Life, Physical, and Social Science Technicians",62,Food Technician,19.62
1706,19,4000,"Life, Physical, and Social Science Technicians",63,Quality Assurance (QA) Analyst,19.63
1707,19,4000,"Life, Physical, and Social Science Technicians",67,"Laboratory Supervisor (Life, Physical, and Social Science)",19.67
1708,19,4000,"Life, Physical, and Social Science Technicians",69,Quality Control Scientist,19.69
1709,19,4000,"Life, Physical, and Social Science Technicians",70,Gas Technician,19.7
1710,19,4000,"Life, Physical, and Social Science Technicians",72,Environmental Assistant,19.72
1711,19,4000,"Life, Physical, and Social Science Technicians",74,"Operations Technician (Life, Physical, and Social Science)",19.74
1712,19,1000,Life Scientists,78,Environmental Analyst,19.78
1713,19,1000,Life Scientists,80,Cell Culture Scientist,19.8
1714,19,4000,"Life, Physical, and Social Science Technicians",85,Latent Print Technician,19.85
1715,19,4000,"Life, Physical, and Social Science Technicians",86,Bioprocess Technician,19.86
1716,19,4000,"Life, Physical, and Social Science Technicians",92,Sample Technician,19.92
1717,19,3000,Social Scientists and Related Workers,96,"Policy Analyst (Life, Physical, and Social Science)",19.96
1718,19,1000,Life Scientists,97,Research Investigator,19.97
1719,19,1000,Life Scientists,99,Clinical Research Liaison,19.99
1720,19,4000,"Life, Physical, and Social Science Technicians",101,Greenhouse Technician,19.101
1721,19,4000,"Life, Physical, and Social Science Technicians",107,"Quality Control Specialist (Life, Physical, and Social Science)",19.107
1722,19,2000,Physical Scientists,108,Materials Scientist,19.108
1723,19,3000,Social Scientists and Related Workers,109,Transportation Planner,19.109
1724,19,4000,"Life, Physical, and Social Science Technicians",110,Project Scientist,19.11
1725,19,4000,"Life, Physical, and Social Science Technicians",112,Biological Scientist,19.112
1726,19,2000,Physical Scientists,116,Environmental Protection Specialist,19.116
1727,19,1000,Life Scientists,117,Validation Scientist,19.117
1728,19,4000,"Life, Physical, and Social Science Technicians",119,Hazmat Technician,19.119
1729,19,4000,"Life, Physical, and Social Science Technicians",120,Air Quality Specialist,19.12
1730,19,1000,Life Scientists,123,Biochemist,19.123
1731,19,4000,"Life, Physical, and Social Science Technicians",126,Molecular Biology Research Associate,19.126
1732,19,4000,"Life, Physical, and Social Science Technicians",130,Corrosion Technician,19.13
1733,19,1000,Life Scientists,132,Field Specialist,19.132
1734,19,4000,"Life, Physical, and Social Science Technicians",133,Analytical Technologist,19.133
1735,19,4000,"Life, Physical, and Social Science Technicians",138,Fermentation Technician,19.138
1736,19,4000,"Life, Physical, and Social Science Technicians",142,Soils Technician,19.142
1737,19,4000,"Life, Physical, and Social Science Technicians",144,Technical Assistant,19.144
1738,19,4000,"Life, Physical, and Social Science Technicians",146,Hazardous Waste Technician,19.146
1739,19,1000,Life Scientists,150,Method Development Scientist,19.15
1740,19,1000,Life Scientists,152,Scientific Analyst,19.152
1741,19,4000,"Life, Physical, and Social Science Technicians",153,Animal Laboratory Technician,19.153
1742,19,2000,Physical Scientists,155,Applications Scientist,19.155
1743,19,1000,Life Scientists,156,Bioinformatics Scientist,19.156
1744,19,2000,Physical Scientists,157,Research and Development (R&D) Scientist,19.157
1745,19,2000,Physical Scientists,158,Physicist,19.158
1746,19,1000,Life Scientists,162,Protein Scientist,19.162
1747,19,4000,"Life, Physical, and Social Science Technicians",165,Air Monitoring Specialist,19.165
1748,19,1000,Life Scientists,166,Lead Specimen Accessioner,19.166
1749,19,4000,"Life, Physical, and Social Science Technicians",168,Forensic Scientist,19.168
1750,19,1000,Life Scientists,171,Assistant Scientist,19.171
1751,19,2000,Physical Scientists,172,Chemical Compounder,19.172
1752,19,1000,Life Scientists,174,Clinical Trials Specialist,19.174
1753,19,4000,"Life, Physical, and Social Science Technicians",175,Seed Technician,19.175
1754,19,1000,Life Scientists,184,Epidemiologist,19.184
1755,19,1000,Life Scientists,185,Purification Scientist,19.185
1756,19,3000,Social Scientists and Related Workers,186,Economist,19.186
1757,19,4000,"Life, Physical, and Social Science Technicians",192,Water Technician,19.192
1758,19,2000,Physical Scientists,197,Hydrogeologist,19.197
1759,19,1000,Life Scientists,198,Toxicologist,19.198
1760,19,4000,"Life, Physical, and Social Science Technicians",200,Metallurgical Technician,19.2
1761,19,4000,"Life, Physical, and Social Science Technicians",202,Forester,19.202
1762,19,4000,"Life, Physical, and Social Science Technicians",203,Assistant Technician,19.203
1763,19,1000,Life Scientists,210,Molecular Biology Scientist,19.21
1764,19,4000,"Life, Physical, and Social Science Technicians",211,Assistant Analyst,19.211
1765,19,2000,Physical Scientists,213,Formulation Chemist,19.213
1766,19,4000,"Life, Physical, and Social Science Technicians",216,Quality Control Laboratory Technician,19.216
1767,19,4000,"Life, Physical, and Social Science Technicians",222,Biological Technician,19.222
1768,19,4000,"Life, Physical, and Social Science Technicians",225,Paint Laboratory Technician,19.225
1769,19,1000,Life Scientists,227,Other Topics,19.227
1770,19,3000,Social Scientists and Related Workers,30838,Transportation Analyst,19.30838
1771,19,2000,Physical Scientists,31410,Production Scientist,19.3141
1772,19,1000,Life Scientists,31073,Pharmacologist,19.31073
1773,19,2000,Physical Scientists,11467,Petrophysicist,19.11467
1774,19,2000,Physical Scientists,11255,Meteorologist,19.11255
1775,19,1000,Life Scientists,30776,Medical Laboratory Scientist,19.30776
1776,19,2000,Physical Scientists,10737,Geophysicist,19.10737
1777,19,4000,"Life, Physical, and Social Science Technicians",10988,Forestry Technician,19.10988
1778,19,4000,"Life, Physical, and Social Science Technicians",10672,Forensics Analyst,19.10672
1779,19,4000,"Life, Physical, and Social Science Technicians",11322,Agronomist,19.11322
1780,19,1000,Life Scientists,31586,Process Scientist,19.31586
1781,19,1000,Life Scientists,30444,Development Scientist,19.30444
1782,19,4000,"Life, Physical, and Social Science Technicians",30927,"Quality Assurance (QA) Associate (Life, Physical, and Social Science)",19.30927
1783,19,4000,"Life, Physical, and Social Science Technicians",30735,"Technical Supervisor (Life, Physical, and Social Science)",19.30735
1784,19,4000,"Life, Physical, and Social Science Technicians",10790,"Specimen Technician (Life, Physical, and Social Science)",19.1079
1785,19,4000,"Life, Physical, and Social Science Technicians",10359,"Resource Manager (Life, Physical, and Social Science)",19.10359
1786,19,3000,Social Scientists and Related Workers,30957,"Research Fellow (Life, Physical, and Social Science)",19.30957
1787,19,3000,Social Scientists and Related Workers,10388,"Research Coordinator (Life, Physical, and Social Science)",19.10388
1788,19,3000,Social Scientists and Related Workers,11193,"Psychotherapist (Life, Physical, and Social Science)",19.11193
1789,19,4000,"Life, Physical, and Social Science Technicians",31253,"Planning Assistant (Life, Physical, and Social Science)",19.31253
1790,19,4000,"Life, Physical, and Social Science Technicians",30293,"Environmental Services Technician (Life, Physical, and Social Science)",19.30293
1791,19,4000,"Life, Physical, and Social Science Technicians",10948,"Assurance Analyst (Life, Physical, and Social Science)",19.10948
1792,19,4000,"Life, Physical, and Social Science Technicians",1234,Research Supervisor,19.1234
1793,19,1000,Life Scientists,1077,Independent Researcher,19.1077
1794,19,1000,Life Scientists,1283,Entomologist,19.1283
1795,19,4000,"Life, Physical, and Social Science Technicians",1138,Science Technician,19.1138
1796,19,1000,Life Scientists,1053,Clinical Scientist,19.1053
1797,19,4000,"Life, Physical, and Social Science Technicians",1129,"Laboratory Manager (Life, Physical, and Social Science)",19.1129
1798,19,1000,Life Scientists,1059,Ecologist,19.1059
1799,19,3000,Social Scientists and Related Workers,1325,Geographer,19.1325
1800,19,2000,Physical Scientists,1191,"Environmental Consultant (Life, Physical, and Social Science)",19.1191
1801,19,2000,Physical Scientists,1324,Archeologist,19.1324
1802,19,2000,Physical Scientists,1093,Forecaster,19.1093
1803,19,1000,Life Scientists,1233,Environmental Coordinator,19.1233
1804,19,3000,Social Scientists and Related Workers,1151,Research Collaborator,19.1151
1805,19,1000,Life Scientists,1327,Bioinformatician,19.1327
1806,19,1000,Life Scientists,1260,Environmental Officer,19.126
1807,19,1000,Life Scientists,1179,Visiting Scientist,19.1179
1808,19,3000,Social Scientists and Related Workers,1119,"Planning Director (Life, Physical, and Social Science)",19.1119
1809,19,4000,"Life, Physical, and Social Science Technicians",1087,Quality Analyst,19.1087
1810,19,1000,Life Scientists,1097,Visiting Researcher,19.1097
1811,19,1000,Life Scientists,1218,Horticulturist,19.1218
1812,19,4000,"Life, Physical, and Social Science Technicians",1050,Geoscientist,19.105
1813,19,3000,Social Scientists and Related Workers,1257,Neuropsychologist,19.1257
1814,19,1000,Life Scientists,1221,Physiologist,19.1221
1815,19,3000,Social Scientists and Related Workers,1140,"Licensed Professional Counselor (LPC) (Life, Physical, and Social Science)",19.114
1816,19,1000,Life Scientists,1298,Energy Researcher,19.1298
1817,19,1000,Life Scientists,1147,Conservationist,19.1147
1818,19,4000,"Life, Physical, and Social Science Technicians",1187,Conservation Officer,19.1187
1819,19,1000,Life Scientists,1185,Academic Researcher,19.1185
1820,19,1000,Life Scientists,1253,Geneticist,19.1253
1821,19,1000,Life Scientists,1128,Principal Researcher,19.1128
1822,19,2000,Physical Scientists,1194,Hydrologist,19.1194
1823,19,1000,Life Scientists,1189,Genealogy Researcher,19.1189
1824,19,1000,Life Scientists,1114,Field Researcher,19.1114
1825,19,3000,Social Scientists and Related Workers,1364,Senior Research Fellow,19.1364
1826,19,1000,Life Scientists,1278,Botanist,19.1278
1827,19,1000,Life Scientists,1156,"Environmental Manager (Life, Physical, and Social Science)",19.1156
1828,19,3000,Social Scientists and Related Workers,1086,Archaeologist,19.1086
1829,19,4000,"Life, Physical, and Social Science Technicians",1019,Research Scholar,19.1019
1830,19,2000,Physical Scientists,1371,Reservoir Geologist,19.1371
1831,19,2000,Physical Scientists,1265,Oceanographer,19.1265
1832,19,1000,Life Scientists,1336,Laboratory Researcher,19.1336
1833,19,1000,Life Scientists,1116,Biomedical Scientist,19.1116
1834,19,3000,Social Scientists and Related Workers,1235,Genealogist,19.1235
1835,19,1000,Life Scientists,1074,Clinical Fellow,19.1074
1836,19,1000,Life Scientists,1112,Junior Researcher,19.1112
1837,19,1000,Life Scientists,1068,Naturalist,19.1068
1838,19,3000,Social Scientists and Related Workers,1252,Anthropologist,19.1252
1839,19,2000,Physical Scientists,1314,Astronomer,19.1314
1840,19,1000,Life Scientists,1010,Undergraduate Researcher,19.101
1841,19,3000,Social Scientists and Related Workers,1080,Research Director,19.108
1842,19,3000,Social Scientists and Related Workers,1031,Historian,19.1031
1843,19,1000,Life Scientists,1242,Project Researcher,19.1242
1844,19,1000,Life Scientists,1006,Senior Scientist,19.1006
1845,19,3000,Social Scientists and Related Workers,1026,Head of Research,19.1026
1846,19,4000,"Life, Physical, and Social Science Technicians",1037,Park Ranger,19.1037
1847,19,3000,Social Scientists and Related Workers,1126,Social Researcher,19.1126
1848,19,1000,Life Scientists,1209,Medical Scientist,19.1209
1849,19,3000,Social Scientists and Related Workers,2177,Policy Officer,19.2177
1850,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",0,Residential Support Staff,21
1851,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",1,Admissions Representative (Community and Social Services),21.1
1852,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",2,Social Worker,21.2
1853,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",3,Licensed Clinical Social Worker (LCSW),21.3
1854,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",4,Admissions Advisor,21.4
1855,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",5,Clinical Supervisor (Community and Social Services),21.5
1856,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",6,Substance Abuse Counselor (SA Counselor),21.6
1857,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",7,Case Manager (Community and Social Services),21.7
1858,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",8,Medical Social Worker,21.8
1859,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",9,Career Services Representative,21.9
1860,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",10,Educational Recruiter,21.1
1861,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",11,Activities Assistant (Community and Social Services),21.11
1862,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",12,Residential Counselor,21.12
1863,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",15,Family Counselor,21.15
1864,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",16,Therapist,21.16
1865,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",17,Lead Residential Support Staff,21.17
1866,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",18,Social Work Case Manager,21.18
1867,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",19,Mental Health Counselor,21.19
1868,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",20,Direct Support Professional (DSP),21.2
1869,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",21,Behavior Specialist,21.21
1870,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",22,Youth Care Worker,21.22
1871,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",23,Mental Health Therapist,21.23
1872,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",24,Community Liaison,21.24
1873,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",25,Counselor,21.25
1874,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",27,Career Services Advisor,21.27
1875,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",28,Mental Health Clinician,21.28
1876,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",29,Hospice Social Worker,21.29
1877,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",30,Admissions Counselor,21.3
1878,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",31,Educational Counselor,21.31
1879,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",32,Job Coach,21.32
1880,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",33,Family Support Worker,21.33
1881,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",34,Health Educator,21.34
1882,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",35,Family Support Specialist,21.35
1883,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",36,Clinician,21.36
1884,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",37,Career Services Specialist,21.37
1885,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",38,Clinical Therapist,21.38
1886,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",39,Outpatient Therapist,21.39
1887,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",40,Social Services Assistant,21.4
1888,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",41,Mental Health Specialist,21.41
1889,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",42,Behavioral Health Therapist,21.42
1890,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",43,Mental Health Worker,21.43
1891,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",45,Case Management Specialist,21.45
1892,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",46,Family Therapist,21.46
1893,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",47,Parent Aide Specialist,21.47
1894,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",51,Academic Advisor,21.51
1895,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",52,Addictions Counselor,21.52
1896,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",53,Youth Counselor,21.53
1897,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",54,Applied Behavior Analysis (ABA) Therapist,21.54
1898,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",55,Therapeutic Staff Support,21.55
1899,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",56,Behavior Analyst,21.56
1900,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",57,Community Outreach Representative,21.57
1901,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",58,Family Services Specialist,21.58
1902,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",59,Mental Health Technician (Community and Social Services),21.59
1903,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",63,Chemical Dependency Counselor,21.63
1904,21,2000,Religious Workers,65,Chaplain (Community and Social Services),21.65
1905,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",66,Peer Support Specialist,21.66
1906,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",68,Director of Career Services,21.68
1907,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",69,Behavioral Health Clinician,21.69
1908,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",70,Career Transition Specialist,21.7
1909,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",72,Enrollment Representative,21.72
1910,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",73,Licensed Social Worker (LSW),21.73
1911,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",74,Community Support Staff,21.74
1912,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",75,Behavioral Health Worker,21.75
1913,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",76,Youth Specialist,21.76
1914,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",77,Dependency Case Manager,21.77
1915,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",79,Mental Health Professional,21.79
1916,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",80,Patient Service Representative (Community and Social Services),21.8
1917,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",81,Residential Supervisor,21.81
1918,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",82,TEAP Substance Abuse Specialist,21.82
1919,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",84,Bilingual Counselor,21.84
1920,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",85,Case Management Supervisor,21.85
1921,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",86,Enrollment Advisor,21.86
1922,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",87,Career Coach,21.87
1923,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",88,Recovery Specialist,21.88
1924,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",89,Residential Aide (Community and Social Services),21.89
1925,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",91,Career Counselor,21.91
1926,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",92,Clinical Case Manager,21.92
1927,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",95,Housing Specialist,21.95
1928,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",99,Psychologist (Community and Social Services),21.99
1929,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",100,Social Services Specialist,21.1
1930,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",101,Social Work Supervisor,21.101
1931,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",102,Care Advocate,21.102
1932,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",104,Housing Counselor,21.104
1933,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",105,Mental Health Case Manager,21.105
1934,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",106,Family Intervention Specialist,21.106
1935,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",107,Education Specialist (Community and Social Services),21.107
1936,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",109,Behavioral Health Counselor,21.109
1937,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",110,Career Planning Specialist,21.11
1938,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",112,Outpatient Clinician,21.112
1939,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",113,Recovery Resiliency Manager,21.113
1940,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",117,Assessment Counselor,21.117
1941,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",118,Qualified Mental Retardation Professional (QMRP),21.118
1942,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",119,Academic Affairs Specialist,21.119
1943,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",120,Child Care Worker,21.12
1944,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",124,Intensive In-Home Team Lead,21.124
1945,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",125,Mobile Therapist,21.125
1946,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",126,Crisis Counselor,21.126
1947,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",127,High School Presenter,21.127
1948,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",128,Life Skills Worker,21.128
1949,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",129,Enrollment Counselor,21.129
1950,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",130,Certified Peer Specialist (CPS),21.13
1951,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",132,Prevention Specialist,21.132
1952,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",133,Crisis Clinician,21.133
1953,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",135,Public Health Analyst,21.135
1954,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",136,Community Health Worker,21.136
1955,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",138,Probation Officer,21.138
1956,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",140,Residential Specialist,21.14
1957,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",141,School Social Worker,21.141
1958,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",142,Crisis Specialist,21.142
1959,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",143,Substance Abuse Clinician,21.143
1960,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",147,Referral Specialist,21.147
1961,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",150,Correctional Counselor,21.15
1962,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",151,Therapist Case Manager,21.151
1963,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",152,Behavioral Health Case Manager,21.152
1964,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",154,Behavioral Intake Counselor,21.154
1965,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",156,Onsite Health Specialist,21.156
1966,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",159,Admissions Specialist,21.159
1967,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",160,Substance Abuse Therapist,21.16
1968,21,1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",162,Housing Case Manager,21.162
